trainNumber	trainType	originDepartureTime
K8373	K	51540
K8379	K	55200
K8380	K	31440
K8381	K	27600
K8382	K	46140
K8385	K	35940
K8386/K8387	K	83520
K8392/K8393	K	30180
K8399	K	24240
K8401	K	39300
K8402/K8403	K	40800
K8409	K	34920
K8410	K	28920
K8411/K8414	K	22680
K8412/K8413	K	28200
K8415	K	27900
K8416	K	48060
K8421	K	53700
K8422	K	30840
K8424	K	69120
K8425	K	36000
K8426	K	49500
K8427	K	52800
K8428	K	85740
K8431	K	77880
K8432	K	83880
K8451	K	47100
K8452	K	28500
K8481/K8484	K	73800
K8482/K8483	K	79080
K8499	K	66000
K8500	K	70200
K8501	K	29580
K8502	K	35400
K8503	K	43380
K8504	K	50940
K8505	K	58320
K8506	K	70800
K8521/K8524	K	33300
K8522/K8523	K	51000
K8525/K8528	K	58560
K8526/K8527	K	22020
K8553	K	30000
K8554	K	49320
K8563	K	69180
K8564	K	67920
K8573	K	42180
K8585	K	34320
K8586	K	55200
K8591	K	64680
K8592	K	25200
K8593	K	43200
K8594	K	55320
K8599	K	40200
K8600	K	37200
K8703	K	47520
K8704	K	29400
K8707	K	39900
K8708	K	39900
K8710	K	54600
K8713	K	29820
K8714	K	58980
K8715	K	27360
K8716	K	61200
K8717	K	39480
K8718	K	56940
K8720	K	51600
K8721	K	44340
K8722	K	27000
K8723	K	48600
K8724	K	27420
K8725	K	39900
K8726	K	28800
K8729	K	50400
K8730	K	30780
K8731	K	47160
K8732	K	24900
K9001	K	36960
K9002	K	45180
K9003	K	79500
K9004	K	71160
K9005/K9008	K	55500
K9006/K9007	K	55380
K9011/K9014	K	70980
K9012/K9013	K	48120
K9017	K	83100
K9018	K	75600
K9021/K9024	K	76200
K9022/K9023	K	81300
K9025/K9028	K	54360
K9026/K9027	K	26160
K9035/K9038	K	60300
K9036/K9037	K	72240
K9045	K	49680
K9046	K	29700
K9049/K9140	K	29220
K9050/K9139	K	48120
K9059/K9062	K	47820
K9060/K9061	K	62280
K9063/K9066	K	43200
K9064/K9065	K	37200
K9075	K	77880
K9076	K	70200
K9077	K	71160
K9078	K	71880
K9083	K	74700
K9084	K	70200
K9091	K	33660
K9092	K	64800
K9093	K	78360
K9094	K	77400
K9121	K	50400
K9122	K	78000
K9125/K9128	K	75540
K9126/K9127	K	73800
K9131	K	25560
K9132	K	25860
K9133	K	30960
K9134	K	31200
K9135	K	36360
K9136	K	36660
K9137	K	42300
K9138	K	42600
K9141	K	51300
K9142	K	48960
K9143	K	51000
K9144	K	56280
K9145	K	61200
K9146	K	61200
K9147	K	66540
K9148	K	37920
K9149	K	72000
K9150	K	72300
K9303	K	30240
K9304	K	30300
K9305	K	47820
K9306	K	47400
K9307	K	66000
K9308	K	66300
K9311/K9314	K	28800
K9312/K9313	K	59040
K9321/K9324	K	54900
K9322/K9323	K	28860
K9351	K	30600
K9352	K	27300
K9355/K9358	K	27600
K9356/K9357	K	45240
K9362/K9363	K	30300
K9365/K9368	K	60300
K9366/K9367	K	39600
K9369	K	21600
K9385	K	45120
K9386	K	62160
K9387	K	60000
K9388	K	28200
K9415	K	24960
K9416/K9417	K	53700
K9433/K9436	K	57840
K9434/K9435	K	30900
K9491	K	23160
K9492	K	81120
K9575/K9578	K	62880
K9576/K9577	K	30780
K9581/K9584	K	25500
K9582/K9583	K	47760
K9585/K9588	K	42000
K9586/K9587	K	62400
K9589	K	67080
K9590	K	27000
K9610	K	37380
K9631	K	33720
K9632	K	49500
K9633	K	64980
K9634	K	31740
K9635	K	47520
K9636	K	65700
K9640	K	32400
K9651	K	49200
K9652	K	59880
K9656/K9657	K	33600
K9661	K	77400
K9662	K	75060
K9663	K	72000
K9664	K	72000
K9665	K	43860
K9666	K	62400
K9667/K9670	K	60720
K9668/K9669	K	66900
K9671/K9674	K	26280
K9672/K9673	K	57360
K9681/K9684	K	73200
K9682/K9683	K	55800
K9713	K	56520
K9714	K	63420
K9715	K	53460
K9716	K	36000
K9717/K9720	K	57000
K9721/K9724	K	66420
K9722/K9723	K	74100
K9728	K	33600
K9729	K	34200
K9730	K	64920
K9731	K	26820
K9732	K	44340
K9733	K	61800
K9734	K	79320
K9741	K	38820
K9742	K	32760
K9743	K	66000
K9744	K	58080
K9749	K	72480
K9750	K	67020
K9751	K	41040
K9752	K	54600
K9753	K	45900
K9754	K	35580
K9755/K9758	K	85800
K9756/K9757	K	86340
K9759	K	38100
K9760	K	48060
K9763	K	54660
K9764	K	31800
K9769	K	67440
K9770	K	52020
K9771/K9774	K	82200
K9772/K9773	K	65700
K9775/K9778	K	85200
K9779	K	34920
K9780	K	42000
K9781/K9784	K	72600
K9782/K9783	K	84600
K9785/K9788	K	50400
K9786/K9787	K	83220
K9789	K	70080
K9790	K	71520
K9791	K	83280
K9792	K	76140
K9793	K	61680
K9794	K	42840
K9843	K	39720
K9844	K	52800
K9855	K	79200
K9856	K	82200
K9857	K	36600
K9858	K	36960
K9859	K	59340
K9860	K	33900
K9862	K	44100
K9865/K9868	K	62400
K9871	K	56400
K9872	K	36240
K9875	K	71700
K9876	K	59400
K9877	K	32040
K9878	K	72000
K9897	K	81900
Z1	Z	64800
Z2	Z	63720
Z3	Z	64080
Z4	Z	55680
Z5	Z	58140
Z6	Z	39120
Z11/Z14	Z	61800
Z12/Z13	Z	23880
Z15	Z	76860
Z16	Z	76800
Z17	Z	76500
Z18	Z	77580
Z19	Z	74400
Z20	Z	69660
Z21	Z	72000
Z22	Z	57000
Z23	Z	70200
Z24	Z	64800
Z25/Z28	Z	78720
Z26/Z27	Z	75720
Z29	Z	77580
Z30	Z	76920
Z31/Z34	Z	79920
Z32/Z33	Z	75480
Z35	Z	42540
Z36	Z	58800
Z37	Z	74760
Z38	Z	71880
Z39/Z42	Z	70680
Z40/Z41	Z	70860
Z43	Z	72720
Z44	Z	70020
Z45/Z48	Z	81300
Z46/Z47	Z	82020
Z49	Z	41280
Z50	Z	42120
Z51	Z	68220
Z52	Z	66600
Z53	Z	76440
Z54	Z	29280
Z55	Z	53880
Z56	Z	76200
Z57/Z60	Z	61020
Z58/Z59	Z	51360
Z61	Z	79800
Z62	Z	79080
Z63	Z	75000
Z64	Z	81180
Z65	Z	71220
Z66	Z	70500
Z67	Z	71940
Z68	Z	70920
Z69	Z	36000
Z70	Z	50340
Z71	Z	66180
Z72	Z	53400
Z75	Z	57420
Z76	Z	63000
Z77	Z	58500
Z78	Z	33600
Z79/Z82	Z	73500
Z80/Z81	Z	69480
Z83	Z	78900
Z84	Z	66180
Z85/Z88	Z	69180
Z86/Z87	Z	60420
Z89	Z	60360
Z90	Z	49800
Z91/Z94	Z	60360
Z92/Z93	Z	64980
Z95	Z	65160
Z96	Z	42840
Z97	Z	45600
Z98	Z	65160
Z100	Z	65520
Z101/Z104	Z	25800
Z102/Z103	Z	58380
Z105	Z	79320
Z106	Z	63900
Z107	Z	71580
Z108	Z	53280
Z111/Z114	Z	40200
Z112/Z113	Z	63000
Z117	Z	76140
Z118	Z	77700
Z121/Z124	Z	62040
Z122/Z123	Z	79320
Z125/Z128	Z	55140
Z126/Z127	Z	26940
Z133	Z	68880
Z134	Z	59460
Z135/Z138	Z	30120
Z136/Z137	Z	72000
Z139	Z	67740
Z140	Z	65400
Z145/Z148	Z	65700
Z146/Z147	Z	72780
Z149	Z	30960
Z150	Z	66660
Z151	Z	57780
Z152	Z	51900
Z155/Z158	Z	39060
Z156/Z157	Z	61320
Z159	Z	81000
Z160	Z	66300
Z161	Z	45240
Z162	Z	76080
Z163/Z166	Z	41400
Z164/Z165	Z	72480
Z167/Z170	Z	50580
Z168/Z169	Z	82320
Z171/Z174	Z	46320
Z172/Z173	Z	68160
Z175/Z178	Z	81600
Z176/Z177	Z	48600
Z180	Z	71280
Z181/Z184	Z	49620
Z182/Z183	Z	40080
Z185/Z188	Z	63960
Z186/Z187	Z	71400
Z189	Z	60000
Z190	Z	56460
Z191/Z194	Z	64320
Z192/Z193	Z	75480
Z195/Z198	Z	72000
Z196/Z197	Z	66240
Z202	Z	63300
Z203	Z	73260
Z204	Z	65280
Z205/Z208	Z	66720
Z206/Z207	Z	67320
Z215/Z218	Z	52800
Z216/Z217	Z	66960
Z223	Z	79920
Z224	Z	67200
Z225/Z228	Z	78600
Z226/Z227	Z	78000
Z229/Z232	Z	64800
Z230/Z231	Z	34200
Z235/Z238	Z	77940
Z236/Z237	Z	71400
Z245/Z248	Z	72480
Z246/Z247	Z	74520
Z251/Z254	Z	77700
Z252/Z253	Z	57120
Z255/Z258	Z	52320
Z256/Z257	Z	68940
Z263/Z266	Z	46500
Z264/Z265	Z	42300
Z267/Z270	Z	37680
Z268/Z269	Z	53640
Z271/Z274	Z	82200
Z272/Z273	Z	49440
Z275/Z278	Z	75120
Z276/Z277	Z	72360
Z281/Z284	Z	26100
Z282/Z283	Z	61440
Z285	Z	76080
Z286	Z	62820
Z287/Z290	Z	75900
Z288/Z289	Z	38280
Z291/Z294	Z	73500
Z292/Z293	Z	63240
Z307	Z	57600
Z308	Z	64080
Z311	Z	63180
Z312	Z	59700
Z317	Z	82200
Z318	Z	38400
Z319	Z	57300
Z320	Z	36120
Z335/Z338	Z	31620
Z336/Z337	Z	31620
Z365/Z368	Z	47100
Z366/Z367	Z	59940
Z383/Z386	Z	25800
Z384/Z385	Z	61500
Z601	Z	31920
Z602	Z	53400
Z917	Z	40560
Z5001	Z	25980
Z5002	Z	19680
Z5003	Z	39600
Z5004	Z	43260
Z5005	Z	61560
Z5006	Z	55080
Z6205	Z	27960
Z6206	Z	57300
Z6207	Z	36780
Z6208	Z	60840
Z6501/Z6504	Z	30120
Z6502/Z6503	Z	32400
Z6505/Z6508	Z	48600
Z6506/Z6507	Z	48600
Z6509/Z6512	Z	66000
Z6510/Z6511	Z	66600
Z6519	Z	64560
Z6520	Z	36840
Z6521	Z	62640
Z6522	Z	71040
Z6523	Z	62100
Z6524	Z	67920
Z6525	Z	59460
Z6526	Z	65220
Z6541	Z	39300
Z7805	Z	51000
Z7806	Z	64680
Z7835	Z	26280
Z7836	Z	39360
Z7837	Z	49500
Z7838	Z	63180
Z8001/Z8004	Z	34560
Z8005	Z	45600
Z8006	Z	56700
Z8305	Z	68100
Z8308	Z	64200
Z8321	Z	42600
Z8322	Z	29700
Z8323	Z	62400
Z8324	Z	42360
Z8801	Z	30600
Z8802	Z	43500
Z8803	Z	55200
Z8804	Z	67200
Z9813	Z	60000
Z9814	Z	29400
Z9815	Z	82920
Z9816	Z	70800
